Depth,CALI,CGR,DT,ILD,NPHI,PEF,PHIE,RHOB,RT,SGR,SW,Φda,ΦN,ΦND,Vpreal,ΔVp
3589.02,8.38,4.5,51.99,159.83,0.02,5.14,0.02,2.67,155.58,9.71,1.0,0.09729729729729739,0.02,0.07023803834589443,5.86266589728794,0.315825303441148
3589.17,8.34,3.95,52.14,149.02,0.02,5.13,0.02,2.67,145.47,9.72,1.0,0.09729729729729739,0.02,0.07023803834589443,5.8457997698504025,0.31375821419966154
3589.32,8.27,3.51,52.22,139.99,0.02,5.13,0.02,2.66,140.21,9.8,1.0,0.10270270270270267,0.02,0.07398596198752751,5.836844121026427,0.3126631424779376
3589.47,,,,,,,,,,,,,,,,
3589.48,8.24,3.29,52.27,140.55,0.02,5.14,0.02,2.66,144.58,9.92,1.0,0.10270270270270267,0.02,0.07398596198752751,5.8312607614310314,0.311981309882265
3589.63,8.26,3.37,52.27,150.82,0.02,5.15,0.02,2.66,154.09,10.05,1.0,0.10270270270270267,0.02,0.07398596198752751,5.8312607614310314,0.311981309882265
3589.78,8.28,3.74,52.21,159.14,0.02,5.16,0.02,2.67,173.98,10.16,1.0,0.09729729729729739,0.02,0.07023803834589443,5.837962076230608,0.312799747396439
3589.93,8.36,4.28,52.09,196.9,0.02,5.17,0.02,2.68,197.99,10.31,1.0,0.09189189189189186,0.02,0.0664985706443046,5.851411019389518,0.31444523304228067
3590.08,,,,,,,,,,,,,,,,
3590.09,8.3,4.81,51.92,199.66,0.02,5.18,0.02,2.69,193.09,10.53,1.0,0.08648648648648656,0.02,0.06276907018897612,5.870570107858243,0.3167961654075855
3590.24,8.36,5.11,51.71,182.95,0.02,5.18,0.02,2.7,180.53,10.84,1.0,0.08108108108108103,0.02,0.059051425508944475,5.8944111390446725,0.31973276213935087
3590.39,8.43,5.11,51.55,176.8,0.02,5.18,0.02,2.7,168.88,11.2,1.0,0.08108108108108103,0.02,0.059051425508944475,5.912706110572261,0.3219946154971485
3590.54,8.53,4.84,51.47,156.66,0.02,5.19,0.02,2.7,154.32,11.6,1.0,0.08108108108108103,0.02,0.059051425508944475,5.9218962502428605,0.32313356210202393
3590.69,,,,,,,,,,,,,,,,
3590.7,8.52,4.46,51.48,150.72,0.02,5.19,0.02,2.7,143.72,12.02,1.0,0.08108108108108103,0.02,0.059051425508944475,5.920745920745921,0.3229908996625124
3590.85,8.45,4.17,51.6,132.9,0.02,5.19,0.02,2.7,135.42,12.49,1.0,0.08108108108108103,0.02,0.059051425508944475,5.906976744186046,0.3212854965683949
3591.0,8.43,4.11,51.82,139.31,0.02,5.17,0.02,2.7,145.66,13.05,0.99,0.08108108108108103,0.02,0.059051425508944475,5.881898880741026,0.3181900335677845
3591.15,8.42,4.32,52.18,155.46,0.02,5.15,0.02,2.7,163.37,13.7,0.96,0.08108108108108103,0.02,0.059051425508944475,5.841318512840169,0.3132100400345452
3591.3,,,,,,,,,,,,,,,,
3591.31,8.33,4.69,52.61,175.59,0.02,5.12,0.02,2.7,180.13,14.42,0.9,0.08108108108108103,0.02,0.059051425508944475,5.793575365900019,0.3073970075056982
3591.46,8.4,5.0,53.02,187.15,0.02,5.1,0.02,2.69,185.92,15.11,0.88,0.08648648648648656,0.02,0.06276907018897612,5.748774047529234,0.30198743718891663
3591.61,8.56,5.05,53.37,184.02,0.02,5.09,0.02,2.69,177.75,15.69,0.89,0.08648648648648656,0.02,0.06276907018897612,5.711073636874649,0.297469291782237
3591.76,8.59,4.68,53.66,168.07,0.02,5.1,0.02,2.68,159.05,16.09,0.93,0.09189189189189186,0.02,0.0664985706443046,5.680208721580321,0.29379351520710273
3591.91,,,,,,,,,,,,,,,,
3591.92,8.43,3.98,53.98,145.12,0.02,5.11,0.02,2.68,136.72,16.31,0.98,0.09189189189189186,0.02,0.0664985706443046,5.646535753982957,0.28980715453550143
3592.07,8.44,3.14,54.39,123.74,0.02,5.13,0.02,2.67,113.62,16.38,1.0,0.09729729729729739,0.02,0.07023803834589443,5.603971318257033,0.2848038168347484
3592.22,8.42,2.4,54.9,97.98,0.02,5.15,0.02,2.67,91.14,16.34,1.0,0.09729729729729739,0.02,0.07023803834589443,5.551912568306011,0.2787386296879699
3592.37,8.43,1.94,55.48,80.57,0.02,5.16,0.02,2.67,74.99,16.24,1.0,0.09729729729729739,0.02,0.07023803834589443,5.493871665465033,0.2720469049699865
3592.52,,,,,,,,,,,,,,,,
3592.53,8.48,1.84,55.98,66.36,0.02,5.15,0.02,2.67,65.08,16.07,1.0,0.09729729729729739,0.02,0.07023803834589443,5.444801714898178,0.2664475073154904
3592.68,8.48,2.02,56.36,63.1,0.03,5.13,0.03,2.67,60.33,15.85,1.0,0.09729729729729739,0.03,0.07199570841848378,5.4080908445706175,0.38412481238295015
3592.83,8.49,2.4,56.61,56.05,0.03,5.11,0.03,2.66,55.77,15.57,0.96,0.10270270270270267,0.03,0.07565660956730658,5.384207737148913,0.3802429816093369
3592.98,8.52,2.84,56.74,55.34,0.03,5.1,0.03,2.66,54.75,15.23,0.89,0.10270270270270267,0.03,0.07565660956730658,5.371871695452943,0.3782447954008443
3593.13,8.56,3.2,56.81,53.85,0.04,5.11,0.04,2.65,53.9,14.86,0.84,0.1081081081081082,0.04,0.08150878185421007,5.365252596373878,0.4913847152911375
3593.28,,,,,,,,,,,,,,,,
3593.29,8.55,3.39,56.76,53.98,0.04,5.12,0.04,2.64,54.34,14.46,0.8,0.11351351351351349,0.04,0.0851038123417001,5.369978858350952,0.49236722377495745
3593.44,8.51,3.4,56.62,54.91,0.04,5.14,0.04,2.63,55.13,14.04,0.78,0.11891891891891902,0.04,0.08871783720550348,5.383256799717415,0.4951319921632731
3593.59,8.46,3.23,56.41,55.47,0.04,5.17,0.04,2.63,56.43,13.63,0.74,0.11891891891891902,0.04,0.08871783720550348,5.4032972877149446,0.499317469973092
3593.74,8.44,3.0,56.23,57.92,0.04,5.19,0.04,2.62,58.26,13.25,0.66,0.1243243243243243,0.04,0.09234862646163118,5.420593988973858,0.502942070960537
3593.89,,,,,,,,,,,,,,,,
3593.9,8.44,2.88,56.12,58.79,0.04,5.2,0.05,2.62,61.06,12.93,0.55,0.1243243243243243,0.04,0.09234862646163118,5.431218816821098,0.5051741333291657
3594.05,8.36,2.96,56.07,64.56,0.05,5.18,0.05,2.61,66.42,12.68,0.42,0.12972972972972985,0.05,0.09831023033171256,5.436062065275548,0.6183465286171268
3594.2,8.29,3.26,56.08,69.3,0.06,5.17,0.06,2.6,71.23,12.49,0.32,0.13513513513513511,0.06,0.10455023851716272,5.435092724679031,0.7252254910152232
3594.35,8.27,3.7,56.11,74.22,0.07,5.15,0.07,2.59,75.16,12.31,0.25,0.14054054054054066,0.07,0.11102171754982751,5.4321867759757625,0.8267257992493562
3594.5,,,,,,,,,,,,,,,,
3594.51,8.06,4.14,56.14,76.6,0.08,5.12,0.08,2.57,76.73,12.14,0.21,0.15135135135135147,0.08,0.12105212008858052,5.429283933024582,0.9236607734119939
3594.66,8.07,4.45,56.07,76.93,0.09,5.09,0.09,2.56,76.22,11.94,0.18,0.15675675675675677,0.09,0.1278136940802843,5.436062065275548,1.0201875178374946
3594.81,8.09,4.6,55.9,75.12,0.09,5.05,0.09,2.55,73.11,11.73,0.17,0.1621621621621623,0.09,0.13114222591733646,5.452593917710197,1.0268000191491602
3594.96,8.18,4.58,55.62,70.02,0.1,5.02,0.09,2.55,67.56,11.52,0.18,0.1621621621621623,0.1,0.13471556487115255,5.480043149946063,1.129362285519444
3595.11,,,,,,,,,,,,,,,,
3595.12,8.14,4.4,55.26,63.77,0.09,5.01,0.09,2.56,62.15,11.35,0.2,0.15675675675675677,0.09,0.1278136940802843,5.515743756786103,1.0522033257205639
3595.27,8.16,4.11,54.85,59.64,0.09,5.03,0.09,2.57,58.34,11.22,0.22,0.15135135135135147,0.09,0.12451351644677022,5.556973564266181,1.0689115441965331
3595.42,8.27,3.81,54.4,56.34,0.08,5.05,0.08,2.58,55.72,11.12,0.26,0.14594594594594595,0.08,0.11768648847267255,5.602941176470589,0.9881155950752403
3595.57,8.28,3.57,54.02,54.78,0.07,5.09,0.07,2.59,54.6,11.04,0.3,0.14054054054054066,0.07,0.11102171754982751,5.642354683450574,0.8975439310369158
3595.72,,,,,,,,,,,,,,,,
3595.73,8.3,3.46,53.63,54.32,0.07,5.12,0.06,2.61,54.57,10.94,0.35,0.12972972972972985,0.07,0.10423483768814712,5.68338616446019,0.9116334376884341
3595.88,8.26,3.52,53.2,54.96,0.06,5.15,0.06,2.61,56.35,10.83,0.42,0.12972972972972985,0.06,0.10106879532216843,5.7293233082706765,0.8138285334029174
3596.03,8.33,3.77,52.91,58.48,0.05,5.15,0.05,2.62,59.02,10.72,0.49,0.1243243243243243,0.05,0.09475372715281383,5.760725760725761,0.7030218056610051
3596.18,8.33,4.12,52.79,59.85,0.05,5.15,0.04,2.63,62.03,10.61,0.58,0.11891891891891902,0.05,0.09121871868439185,5.773820799393825,0.7065312506785189
3596.33,,,,,,,,,,,,,,,,
3596.34,8.34,4.48,52.79,65.39,0.04,5.14,0.04,2.63,66.48,10.51,0.67,0.11891891891891902,0.04,0.08871783720550348,5.773820799393825,0.5794051370717428
3596.49,8.38,4.76,52.9,68.16,0.04,5.14,0.04,2.64,73.98,10.39,0.71,0.11351351351351349,0.04,0.0851038123417001,5.761814744801512,0.5767303681003684
3596.64,8.45,4.82,53.14,82.95,0.03,5.15,0.03,2.64,85.65,10.26,0.7,0.11351351351351349,0.03,0.08302203849033885,5.735792246894994,0.4391415790790978
3596.79,8.45,4.66,53.53,89.83,0.03,5.16,0.04,2.64,101.83,10.12,0.65,0.11351351351351349,0.03,0.08302203849033885,5.694003362600411,0.4319449102463828
3596.94,8.36,4.32,54.07,120.35,0.04,5.16,0.04,2.64,121.87,9.98,0.54,0.11351351351351349,0.04,0.0851038123417001,5.637137044571851,0.5492678068174577
3597.09,,,,,,,,,,,,,,,,
3597.1,8.31,3.86,54.79,124.21,0.04,5.15,0.05,2.63,126.69,9.85,0.43,0.11891891891891902,0.04,0.08871783720550348,5.56305895236357,0.5332231811220849
3597.25,8.28,3.42,55.44,130.51,0.05,5.15,0.05,2.62,128.4,9.74,0.32,0.1243243243243243,0.05,0.09475372715281383,5.497835497835498,0.6341091941398318
3597.4,8.09,3.18,55.87,125.15,0.06,5.16,0.06,2.6,123.89,9.65,0.25,0.13513513513513511,0.06,0.10455023851716272,5.455521746912476,0.7312441057033823
3597.55,7.95,3.22,56.23,121.95,0.07,5.17,0.07,2.59,122.89,9.57,0.2,0.14054054054054066,0.07,0.11102171754982751,5.420593988973858,0.8228859042179444
3597.7,,,,,,,,,,,,,,,,
3597.71,7.92,3.53,56.59,124.34,0.08,5.18,0.08,2.59,126.19,9.5,0.16,0.14054054054054066,0.08,0.11434955954315554,5.3861106202509275,0.907893444348673
3597.86,7.94,3.95,56.95,129.05,0.09,5.2,0.09,2.58,130.31,9.43,0.14,0.14594594594594595,0.09,0.12124400838403722,5.35206321334504,0.9868332439216996
3598.01,8.06,4.34,57.35,132.25,0.1,5.22,0.1,2.58,131.2,9.37,0.12,0.14594594594594595,0.1,0.12510039795711478,5.314734088927637,1.0586424880060434
3598.16,8.15,4.54,57.83,129.57,0.1,5.23,0.11,2.57,125.42,9.34,0.11,0.15135135135135147,0.1,0.12827164837928964,5.270620785059658,1.040049074925995
3598.31,,,,,,,,,,,,,,,,
3598.32,8.22,4.55,58.33,119.01,0.11,5.24,0.11,2.55,113.95,9.34,0.11,0.1621621621621623,0.11,0.13855787028730526,5.225441453797361,1.1017133763232252
3598.47,8.25,4.35,58.82,106.15,0.11,5.24,0.11,2.54,100.42,9.39,0.11,0.16756756756756758,0.11,0.14173723875628333,5.181910914654879,1.0823706334436318
3598.62,8.23,3.98,59.27,91.57,0.12,5.24,0.12,2.54,87.94,9.48,0.12,0.16756756756756758,0.12,0.14573758900934125,5.142567909566391,1.1403409486327476
3598.77,8.22,3.51,59.64,82.35,0.12,5.23,0.12,2.53,79.07,9.61,0.12,0.17297297297297312,0.12,0.14886176369220688,5.110663983903421,1.125475079673472
3598.92,,,,,,,,,,,,,,,,
3598.93,8.27,2.99,59.96,74.0,0.12,5.22,0.12,2.53,72.88,9.78,0.13,0.17297297297297312,0.12,0.14886176369220688,5.083388925950634,1.1128190814385661
3599.08,8.27,2.48,60.19,71.16,0.12,5.18,0.11,2.53,67.55,9.98,0.14,0.17297297297297312,0.12,0.14886176369220688,5.06396411364014,1.1038356433307093
3599.23,8.22,2.01,60.37,61.97,0.11,5.14,0.11,2.53,61.08,10.2,0.15,0.17297297297297312,0.11,0.14494766189750852,5.04886533046215,1.024003090879848
3599.38,8.22,1.62,60.44,59.72,0.11,5.08,0.1,2.53,56.87,10.42,0.17,0.17297297297297312,0.11,0.14494766189750852,5.043017868960954,1.0214640292214572
3599.53,,,,,,,,,,,,,,,,
3599.54,8.19,1.34,60.44,52.48,0.1,5.04,0.1,2.53,52.11,10.65,0.19,0.17297297297297312,0.1,0.1412792436614609,5.043017868960954,0.9460234068931008
3599.69,8.21,1.18,60.37,51.54,0.09,4.99,0.09,2.54,51.08,10.91,0.21,0.16756756756756758,0.09,0.1344970068449691,5.04886533046215,0.8698991858463394
3599.84,8.23,1.13,60.24,50.37,0.09,4.97,0.09,2.54,50.86,11.13,0.23,0.16756756756756758,0.09,0.1344970068449691,5.059760956175299,0.8740057075018859
3599.99,8.23,1.2,59.96,51.61,0.08,4.97,0.08,2.55,54.48,11.26,0.24,0.1621621621621623,0.08,0.12786040598462728,5.083388925950634,0.8002763059447879
3600.14,,,,,,,,,,,,,,,,
3600.15,8.32,1.36,59.56,58.91,0.08,4.98,0.08,2.56,60.12,11.27,0.26,0.15675675675675677,0.08,0.12444412559236576,5.117528542646071,0.8121519069419563
3600.3,8.35,1.57,59.05,61.99,0.07,5.0,0.07,2.58,67.8,11.17,0.27,0.14594594594594595,0.07,0.11445571007611847,5.161727349703641,0.7389838847859505
3600.45,8.43,1.75,58.45,76.77,0.07,5.02,0.07,2.59,79.62,10.98,0.28,0.14054054054054066,0.07,0.11102171754982751,5.214713430282292,0.7558677856294693
3600.6,8.47,1.83,57.99,84.02,0.06,5.04,0.06,2.6,87.26,10.79,0.3,0.13513513513513511,0.06,0.10455023851716272,5.256078634247284,0.6733504676091835
3600.75,8.49,1.76,57.73,92.27,0.06,5.07,0.06,2.61,95.53,10.64,0.31,0.12972972972972985,0.06,0.10106879532216843,5.279750562965529,0.6801205856920474
3600.9,,,,,,,,,,,,,,,,
3600.91,8.5,1.57,57.54,100.56,0.06,5.09,0.06,2.61,104.56,10.59,0.3,0.12972972972972985,0.06,0.10106879532216843,5.297184567257561,0.6851242110031341
3601.06,8.46,1.38,57.39,110.74,0.06,5.11,0.06,2.61,117.26,10.64,0.28,0.12972972972972985,0.06,0.10106879532216843,5.311029796131731,0.68910842338469
3601.21,8.44,1.22,57.29,127.34,0.06,5.13,0.06,2.6,136.23,10.78,0.25,0.13513513513513511,0.06,0.10455023851716272,5.320300226915692,0.6917813833165019
3601.36,8.43,1.16,57.31,149.97,0.06,5.17,0.06,2.6,162.82,10.99,0.21,0.13513513513513511,0.06,0.10455023851716272,5.31844355260862,0.6912457095386371
3601.51,,,,,,,,,,,,,,,,
3601.52,8.36,1.21,57.52,182.67,0.07,5.21,0.07,2.59,190.08,11.28,0.18,0.14054054054054066,0.07,0.11102171754982751,5.299026425591099,0.7830426878737446
3601.67,8.29,1.36,57.88,201.52,0.07,5.28,0.07,2.59,198.0,11.61,0.16,0.14054054054054066,0.07,0.11102171754982751,5.266067726330339,0.7723748189346162
3601.82,8.23,1.61,58.24,192.58,0.07,5.36,0.07,2.59,185.99,11.91,0.16,0.14054054054054066,0.07,0.11102171754982751,5.233516483516484,0.7618954328615848
3601.97,8.22,1.95,58.66,175.82,0.08,5.4,0.08,2.59,172.29,12.11,0.15,0.14054054054054066,0.08,0.11434955954315554,5.196045005114218,0.8397180404793598
3602.12,,,,,,,,,,,,,,,,
3602.13,8.15,2.35,59.13,166.86,0.09,5.4,0.08,2.59,167.53,12.14,0.14,0.14054054054054066,0.09,0.1180077191022421,5.154743784880771,0.9101091117301738
3602.28,8.19,2.78,59.53,168.56,0.09,5.35,0.09,2.58,173.65,11.99,0.13,0.14594594594594595,0.09,0.12124400838403722,5.120107508819083,0.8968805921211258
3602.43,8.2,3.2,59.88,181.52,0.1,5.27,0.09,2.57,184.3,11.69,0.11,0.15135135135135147,0.1,0.12827164837928964,5.090180360721443,0.9652412604128839
3602.58,8.2,3.59,60.15,188.58,0.1,5.17,0.1,2.56,203.5,11.32,0.1,0.15675675675675677,0.1,0.13147752809681396,5.067331670822943,0.9559133124227266
3602.73,,,,,,,,,,,,,,,,
3602.74,8.25,3.96,60.33,226.53,0.11,5.06,0.1,2.55,236.31,10.97,0.09,0.1621621621621623,0.11,0.13855787028730526,5.052212829438091,1.025457630524575
3602.89,8.25,4.33,60.4,251.42,0.11,4.97,0.11,2.54,296.64,10.68,0.08,0.16756756756756758,0.11,0.14173723875628333,5.04635761589404,1.0229139282653374
3603.04,8.26,4.71,60.44,366.46,0.11,4.91,0.11,2.54,363.44,10.47,0.07,0.16756756756756758,0.11,0.14173723875628333,5.043017868960954,1.0214640292214572
3603.19,8.26,4.98,60.51,358.77,0.11,4.86,0.11,2.54,321.07,10.32,0.07,0.16756756756756758,0.11,0.14173723875628333,5.0371839365394155,1.0189330621611692
3603.34,,,,,,,,,,,,,,,,
3603.35,8.3,5.08,60.68,262.88,0.12,4.82,0.11,2.54,260.37,10.21,0.07,0.16756756756756758,0.12,0.14573758900934125,5.023071852340145,1.0850059491690196
3603.5,8.28,4.88,61.06,256.51,0.12,4.77,0.11,2.54,252.38,10.15,0.07,0.16756756756756758,0.12,0.14573758900934125,4.991811333114969,1.0706866598753577
3603.65,8.19,4.37,61.73,246.0,0.12,4.73,0.11,2.53,245.53,10.13,0.07,0.17297297297297312,0.12,0.14886176369220688,4.9376316215778395,1.0460246228137566
3603.8,8.27,3.69,62.6,244.81,0.12,4.7,0.12,2.53,246.25,10.13,0.07,0.17297297297297312,0.12,0.14886176369220688,4.8690095846645365,1.0150747272904717
3603.95,,,,,,,,,,,,,,,,
3603.96,8.26,3.03,63.38,248.48,0.13,4.7,0.12,2.52,261.55,10.14,0.06,0.17837837837837842,0.13,0.15607505545874387,4.80908804039129,1.0526455196310298
3604.11,8.19,2.52,64.02,281.72,0.14,4.69,0.13,2.51,307.78,10.1,0.05,0.18378378378378393,0.14,0.1633653561528341,4.761012183692596,1.0912520665684933
3604.26,8.14,2.25,64.43,348.0,0.14,4.67,0.14,2.5,381.93,10.0,0.05,0.18918918918918923,0.14,0.16642197767431866,4.7307155051994405,1.0764686421210015
3604.41,8.13,2.16,64.62,434.32,0.16,4.61,0.15,2.49,427.57,9.84,0.04,0.19459459459459452,0.16,0.17813906961337062,4.716805942432683,1.1841544139350333
3604.56,8.2,2.17,64.64,417.14,0.17,4.52,0.15,2.48,380.92,9.65,0.04,0.20000000000000004,0.17,0.18560711193270588,4.715346534653466,1.2379269442770648
3604.71,,,,,,,,,,,,,,,,
3604.72,8.24,2.16,64.43,324.99,0.18,4.39,0.16,2.48,332.25,9.45,0.04,0.20000000000000004,0.18,0.1902629759044045,4.7307155051994405,1.299542715030066
3604.87,8.22,2.11,64.02,343.45,0.19,4.24,0.17,2.48,580.56,9.31,0.03,0.20000000000000004,0.19,0.19506409203131161,4.761012183692596,1.3689257166485858
3605.02,8.08,2.01,63.63,946.62,0.2,4.1,0.17,2.48,1360.71,9.23,0.02,0.20000000000000004,0.2,0.2,4.79019330504479,1.4372055377298198
3605.17,8.14,1.9,63.39,2000.0,0.21,3.98,0.17,2.48,2000.0,9.18,0.01,0.20000000000000004,0.21,0.2050609665440988,4.808329389493611,1.498096011524257
3605.32,,,,,,,,,,,,,,,,
3605.33,8.13,1.81,63.3,2000.0,0.21,3.9,0.17,2.48,2000.0,9.13,0.01,0.20000000000000004,0.21,0.2050609665440988,4.815165876777251,1.5023744587329713
3605.48,8.15,1.73,63.28,2000.0,0.21,3.86,0.17,2.49,2000.0,9.1,0.02,0.19459459459459452,0.21,0.20244388882531697,4.816687737041719,1.5033273286548297
3605.63,8.2,1.67,63.35,2000.0,0.2,3.88,0.16,2.5,2000.0,9.05,0.02,0.18918918918918923,0.2,0.19466965519317955,4.81136543014996,1.4500950287384033
3605.78,8.24,1.61,63.41,2000.0,0.2,3.96,0.16,2.5,2000.0,9.0,0.02,0.18918918918918923,0.2,0.19466965519317955,4.806812805551175,1.4473206972714814
3605.93,,,,,,,,,,,,,,,,
3605.94,8.27,1.57,63.3,2000.0,0.2,4.1,0.16,2.49,1982.69,8.94,0.02,0.19459459459459452,0.2,0.19731580809128624,4.815165876777251,1.4524121256739853
3606.09,8.16,1.55,62.88,1955.97,0.2,4.28,0.17,2.49,1725.85,8.9,0.02,0.19459459459459452,0.2,0.19731580809128624,4.847328244274809,1.4720624753166236
3606.24,8.05,1.57,62.06,1370.56,0.2,4.44,0.17,2.47,1341.12,8.87,0.02,0.20540540540540533,0.2,0.20272071991999108,4.911376087657106,1.5114117828204114
3606.39,8.07,1.61,60.76,1295.66,0.21,4.55,0.18,2.46,1210.36,8.84,0.02,0.21081081081081088,0.21,0.21040579596901732,5.0164581961816985,1.6298065812999867
3606.54,,,,,,,,,,,,,,,,
3606.55,8.19,1.7,59.38,1078.66,0.21,4.59,0.18,2.45,1066.64,8.83,0.02,0.21621621621621614,0.21,0.21313077224424623,5.133041428090266,1.7048633337883747
3606.7,8.23,1.83,58.47,1048.08,0.21,4.55,0.18,2.45,978.17,8.81,0.02,0.21621621621621614,0.21,0.21313077224424623,5.2129297075423295,1.756806484503322
3606.85,8.42,1.99,57.81,870.25,0.2,4.46,0.17,2.45,828.63,8.81,0.02,0.21621621621621614,0.2,0.2082659983709025,5.2724442138038405,1.738449222615639
3607.0,8.46,2.16,57.27,764.39,0.2,4.35,0.16,2.47,715.89,8.82,0.03,0.20540540540540533,0.2,0.20272071991999108,5.322158198009429,1.770372983131085
3607.15,,,,,,,,,,,,,,,,
3607.16,8.47,2.31,57.1,641.02,0.19,4.25,0.15,2.49,602.85,8.84,0.03,0.19459459459459452,0.19,0.19231101924413302,5.33800350262697,1.7202422891102165
3607.31,8.44,2.44,57.24,543.93,0.18,4.17,0.14,2.52,524.5,8.84,0.04,0.17837837837837842,0.18,0.1791910235933987,5.3249475890985325,1.6498600525646898
3607.46,8.43,2.53,57.68,494.49,0.17,4.12,0.13,2.54,489.69,8.82,0.04,0.16756756756756758,0.17,0.16878816561079057,5.284327323162275,1.561551950151908
3607.61,8.49,2.58,58.37,482.27,0.17,4.07,0.13,2.54,488.44,8.76,0.04,0.16756756756756758,0.17,0.16878816561079057,5.221860544800411,1.5249445829291024
3607.76,,,,,,,,,,,,,,,,
3607.77,8.49,2.59,59.16,497.97,0.17,4.01,0.14,2.54,506.05,8.67,0.04,0.16756756756756758,0.17,0.16878816561079057,5.152129817444219,1.4843833636544552
3607.92,8.25,2.59,59.93,518.53,0.17,3.95,0.14,2.53,516.84,8.6,0.04,0.17297297297297312,0.17,0.17149292897829477,5.085933589187386,1.4461785800462033
3608.07,8.3,2.62,60.55,514.22,0.18,3.9,0.15,2.51,503.1,8.57,0.03,0.18378378378378393,0.18,0.18190173058809067,5.033856317093312,1.4752288638236473
3608.22,8.28,2.69,61.01,485.93,0.19,3.87,0.16,2.49,484.26,8.68,0.03,0.19459459459459452,0.19,0.19231101924413302,4.9959023110965415,1.5092101958480972
3608.37,8.2,2.8,61.25,481.66,0.19,3.86,0.16,2.48,521.81,8.93,0.03,0.20000000000000004,0.19,0.19506409203131161,4.976326530612245,1.4973709021345734
3608.52,,,,,,,,,,,,,,,,
3608.53,8.04,2.89,61.34,583.79,0.2,3.87,0.17,2.48,651.92,9.35,0.03,0.20000000000000004,0.2,0.2,4.969025105966742,1.5470743245764065
3608.68,8.07,2.89,61.41,757.11,0.2,3.9,0.16,2.49,1144.42,9.91,0.02,0.19459459459459452,0.2,0.19731580809128624,4.963361016121153,1.543560280101047
3608.83,8.18,2.75,61.49,1742.37,0.21,3.94,0.16,2.51,1842.83,10.51,0.02,0.18378378378378393,0.21,0.19732774663220154,4.956903561554724,1.5918145931510104
3608.98,8.22,2.49,61.6,1997.93,0.21,3.96,0.16,2.51,1985.85,11.04,0.02,0.18378378378378393,0.21,0.19732774663220154,4.9480519480519485,1.586188363828883
3609.13,,,,,,,,,,,,,,,,
3609.14,8.22,2.18,61.75,1967.2,0.21,3.97,0.16,2.52,1783.88,11.41,0.02,0.17837837837837842,0.21,0.19483178112528246,4.936032388663968,1.578557104330533
3609.29,8.23,1.94,61.94,1500.86,0.21,3.96,0.16,2.52,1122.13,11.58,0.02,0.17837837837837842,0.21,0.19483178112528246,4.9208911850177595,1.568957994940713
3609.44,8.3,1.87,62.08,537.41,0.21,3.93,0.16,2.51,561.56,11.59,0.03,0.18378378378378393,0.21,0.19732774663220154,4.90979381443299,1.561932579327018
3609.59,8.19,1.94,62.06,598.85,0.21,3.91,0.16,2.51,819.98,11.49,0.03,0.18378378378378393,0.21,0.19732774663220154,4.911376087657106,1.5629337505146634
3609.74,,,,,,,,,,,,,,,,
3609.75,8.09,2.07,61.92,1161.37,0.2,3.93,0.16,2.51,1248.57,11.4,0.02,0.18378378378378393,0.2,0.19206311356151218,4.922480620155039,1.5182633220849886
3609.9,8.19,2.13,61.74,1383.2,0.2,3.99,0.15,2.52,1537.37,11.41,0.02,0.17837837837837842,0.2,0.18949781776170924,4.9368318756073855,1.5271307837870882
3610.05,8.28,2.05,61.46,1775.38,0.19,4.11,0.14,2.53,1588.65,11.65,0.02,0.17297297297297312,0.19,0.18168606080146724,4.959323136999675,1.4871088257352558
3610.2,8.29,1.86,61.05,1300.37,0.17,4.25,0.13,2.55,1060.35,12.16,0.03,0.1621621621621623,0.17,0.16612731087498442,4.992628992628993,1.3928344927087126
3610.35,,,,,,,,,,,,,,,,
3610.36,8.21,1.7,60.56,689.79,0.16,4.4,0.12,2.56,574.02,12.93,0.05,0.15675675675675677,0.16,0.15838667997798458,5.033025099075298,1.3549928945728458
3610.51,8.19,1.73,60.03,395.3,0.14,4.53,0.11,2.57,358.8,13.89,0.06,0.15135135135135147,0.14,0.14578619885963184,5.077461269365317,1.249556243607334
3610.66,8.26,2.08,59.52,302.45,0.13,4.63,0.1,2.58,277.91,14.9,0.08,0.14594594594594595,0.13,0.13820314601711672,5.120967741935484,1.202343477320352
3610.81,8.25,2.66,59.14,240.02,0.12,4.67,0.1,2.58,218.83,15.83,0.09,0.14594594594594595,0.12,0.13360430221002798,5.153872167737572,1.1456242244632229
3610.96,,,,,,,,,,,,,,,,
3610.97,8.24,3.3,58.98,186.12,0.12,4.66,0.1,2.58,164.58,16.61,0.1,0.14594594594594595,0.12,0.13360430221002798,5.167853509664293,1.1521702111124688
3611.12,8.17,3.85,59.02,131.33,0.13,4.62,0.11,2.57,118.79,17.36,0.12,0.15135135135135147,0.13,0.14108017499967926,5.164351067434768,1.2236885500133678
3611.27,8.14,4.2,59.22,99.43,0.13,4.55,0.11,2.57,88.81,18.17,0.13,0.15135135135135147,0.13,0.14108017499967926,5.146909827760892,1.2150922909259014
3611.42,7.96,4.42,59.54,72.42,0.14,4.48,0.11,2.58,66.62,19.1,0.15,0.14594594594594595,0.14,0.14300387955936192,5.1192475646624125,1.2709765090139893
3611.57,,,,,,,,,,,,,,,,
3611.58,8.02,4.62,59.88,57.66,0.14,4.41,0.11,2.58,52.68,20.14,0.16,0.14594594594594595,0.14,0.14300387955936192,5.090180360721443,1.2560637673491315
